,mod
5522,Acer Chromebook R11 (CB5-132T / C738T)
5523,Z3c
5524,Aqua Prime 3G
5525,SM-J5108
5526,5054D
5527,i55K
5528,H520
5529,R29
5530,R50B
5531,7 Plus
5532,NEXT P+
5533,AS6
5534,iCherry C233
5535,N9521
5536,SM-A530W
5537,Primo D8
5538,A3510
5539,EKS S45U
5540,TM-MID798
5541,TECNO-L8Plus
5542,TECNO 7C
5543,LS50F
5544,RONI
5545,PSP7512DUO
5546,1016
5547,J3 Pro
5548,S504
5549,A503-Optima
5550,ZC553KL
5551,501SO
5552,Hero L
5553,Amazing A30
5554,i45
5555,AS-4421
5556,SM-G9250
5557,QMobile Noir S9
5558,M600
5559,dazen 6A
5560,R2 mini
5561,l9010
5562,BV5000
5563,MY807
5564,SM-G928S
5565,Xtreme 2
5566,TS-M105A
5567,e502
5568,Flare_Lite_DTV
5569,MS50L_4G
5570,Bolt Mega
5571,M22
5572,SM-G906S
5573,1066TPC
5574,Haier P4500
5575,X21 Plus
5576,BS400
5577,SO-02G
5578,MTN-S810
5579,S169
5580,ASUS_X00RD
5581,TIGER X4
5582,01516
5583,A67 512MB
5584,SNE-LX2
5585,vivo 1801i
5586,BLADE A320
5587,GI-708A
5588,YU5551
5589,WV8-M
5590,Flare_Y3
5591,AQT82
5592,SM-G928I
5593,bravis_A553
5594,VIPRO P20
5595,S55B
5596,i5A
5597,Aqua Tough
5598,Nokia 3.1 Plus
5599,SM-T555
5600,SP401
5601,ELUGA_I2_Activ
5602,TM-1067
5603,ALLIA A1
5604,710C
5605,LG-H542
5606,C20
5607,SO-03F
5608,KENNY
5609,9015B
5610,Omega_Lite_3C
5611,Micromax Q3301
5612,I40
5613,LG-X170fTV
5614,i20
5615,iris821
5616,HTC6535LVW
5617,REVVL 2
5618,Venus_R8
5619,INTEX AQUA CRYSTAL+
5620,NUU_M2
5621,Elite 45T
5622,era_4G
5623,FL02
5624,vivo 1817
5625,GR5
5626,AURA VIBE
5627,X50 Plus
5628,SM-J260F
5629,5054T
5630,AJ3
5631,Start3G
5632,10
5633,RMX1801
5634,SM-J260M
5635,VR6031
5636,Archos Access 50 Color 3G
5637,Infinix X606C
5638,Archos 50e Helium
5639,MG500
5640,HYUNDAI-Seoul
5641,Allure_Admire
5642,BMM 532 S
5643,C2
5644,LGM-K120L
5645,PRA-AL00X
5646,SM-T700
5647,HT-705
5648,Infinix X606D
5649,S25
5650,PAR-LX1
5651,ZP952_F1
5652,NOBLEX N451
5653,LGAS375
5654,DUA-AL00
5655,TECNO PhonePad 3
5656,J7 mini
5657,HAUS JS407
5658,ZH960
5659,Y6_Piano
5660,K9 Smart Selfie
5661,BV7000 Pro
5662,Impress_Fun
5663,F40G2
5664,Q5
5665,FlareJ3
5666,Micromax A104
5667,TECNO-J7
5668,MITO A77
5669,A2
5670,DROID RAZR
5671,TECNO CF8
5672,Orange Dive 71
5673,LG-F700L
5674,RelNAT Premier
5675,Smartfren Andromax AD681H
5676,LG-E980
5677,CPH1881
5678,RAINBOW 4G
5679,Primo GF6
5680,K8 Lite
5681,ASUS_Z00UDH
5682,Starmobile MUSE
5683,Tank Xtreme Pro
5684,A3-A11
5685,FS451
5686,F-02F
5687,SM-G130E
5688,L1
5689,HTC Desire 830 dual sim
5690,EVERCOSS A75W
5691,LG-F260S
5692,IM-A870S
5693,Primo NF2
5694,MAXTRON-DIAMOND
5695,LG-F160LV
5696,COR-AL00
5697,HIGHWAY 4G
5698,Orange Daytona
5699,Micromax A77
5700,RUNE III
5701,ALIEN SX4 PRO
5702,V50
5703,SCH-S968C
5704,A72
5705,INE-LX1
5706,Wizard_1
5707,XT1003
5708,GT-B5330
5709,S270
5710,TECNO-Y3
5711,Avvio L660S
5712,QMobile X35
5713,ALCATEL ONETOUCH POP 7 LTE
5714,K20 plus
5715,HUAWEI MT1-U06
5716,verykoolS5004
5717,SM-G900
5718,SHIFT
5719,iris 758 4G
5720,Play Z5
5721,5042A
5722,P790
5723,SOL21
5724,M89
5725,freedom turbo
5726,SO-04F
5727,4009F
5728,CPH1853
5729,JKM-LX3
5730,bravis_A506
5731,SM-T230NT
5732,OYSTERS T14N 3G
5733,Soneview SP-3000
5734,LG-H736
5735,GT-I8190N
5736,FS501
5737,W1
5738,AX675
5739,GT-S7560
5740,Joy HG5024M
5741,JoyPRO
5742,Blade L3 Plus
5743,PMT3021_3G
5744,vivo 1812
5745,AT1C*
5746,SM-G386T
5747,HTC 2PST1
5748,400Q
5749,Y635-L03
5750,SM-T111M
5751,L-EMENT 505
5752,IM-A860K
5753,4027D
5754,MITO T59
5755,Cosmos V20
5756,ELEMENT PLUS
5757,U450
5758,ANE-LX2J
5759,Advance 5.2
5760,TECNO-H3
5761,Micromax Q3551
5762,SUPRA M74B 3G
5763,Wings
5764,A510
5765,Z792
5766,7040N
5767,CPH1827
5768,KAZAM Thunder Q45
5769,G3116
5770,X38
5771,Majesty 4G
5772,Symphony Xplorer W71i
5773,vivo Y11
5774,PSP3505DUO
5775,Tabs
5776,LM-X410L
5777,W70
5778,ST25i
5779,iris X5
5780,Vodafone Smart Tab 3G
5781,801B
5782,ZTE Blade A522
5783,VF-1497
5784,P4S
5785,GT-I9260
5786,NB754
5787,Orange Neva 80
5788,LG-F600S
5789,C5502
5790,SM-N910A
5791,VesRapstaMOD69
5792,vivo Y28
5793,LG-F200K
5794,C6502
5795,Andromax-c
5796,Micromax A311
5797,Coolpad 7061
5798,NXT-L29
5799,SM-P605S
5800,S4A+
5801,PH604
5802,Spice Mi-445
5803,TECNO-J5
5804,GT-I9100P
5805,5070D
5806,X4_Soul_Infinity_N
5807,K016
5808,i500
5809,TZ717
5810,A1-734
5811,SM-T231
5812,HUAWEI Y221-U12
5813,CPH1901
5814,M7450
5815,SM-T537V
5816,HTC Butterfly S
5817,RMX1811
5818,7295A
5819,Mercury
5820,BLAZE_X500
5821,Linx A400 3G LT4001PG
5822,LG-F100L
5823,SOHO
5824,SM-G900R4
5825,Lenovo A2010l36
5826,HY1-5085
5827,i5050
5828,TA-1052
5829,AG7
5830,LG-D100AR
5831,AX1074
5832,DL721-RB
5833,SPH-L710T
5834,SM-G313ML
5835,TA-1
5836,STARXTREM5
5837,ONE TOUCH 4033D
5838,Centric CM3321
5839,SH-05F
5840,Impress Click NFC
5841,V30
5842,W7450
5843,PSP3509DUO
5844,K100
5845,PCB T102
5846,8070
5847,Impress_City
5848,SM-A700K
5849,SM-J100ML
5850,B3 Maxi
5851,Redmi 2
5852,HTC Sensation XL with Beats Audio X315b
5853,SBM evo 1
5854,Q519
5855,EML-L09
5856,M706A-H11T
5857,QTab Q400
5858,Micromax Q411
5859,BQru-5202
5860,SM-J737T1
5861,T1-701u
5862,404KC
5863,Iconia 4G
5864,STUDIO X PLUS
5865,Z998
5866,Micromax Q335
5867,SGH-I547C
5868,MITO A355
5869,N552
5870,Symphony W68Q
5871,eZeeTab10Q20-XL
5872,9024O
5873,ASUS_Z01MD
5874,4013E
5875,TECNO LA7 Pro
5876,Nokia 3.1
5877,Fero A5001
5878,ONIX S
5879,ALCATEL ONE TOUCH 5019M
5880,MyPhone A888 Duo
5881,Personal Huawei G620S
5882,KFSUWI
5883,Z514
5884,INOI_3_LITE
5885,LG-M470
5886,SM-N935F
5887,eSmart M3
5888,SP05
5889,B9503
5890,LEX626
5891,Flare_J3_Plus
5892,PSP3533DUO
5893,Micromax A88
5894,Infinix X559F
5895,COR-L29
5896,Ixion ES750
5897,OPPO A83t
5898,era 4G
5899,Tiger
5900,A88
5901,IV0318ND
5902,VIVO XL
5903,SKY LITE
5904,A10
5905,C450
5906,5058A
5907,SECRET_XR
5908,F-03F
5909,Elite Star Plus
5910,M40A
5911,J2 8 Pro
5912,F-05D
5913,CRUSH_X565
5914,ZTE BLADE B111
5915,HTC 0PL41
5916,ZTE V815W
5917,BQ-5702
5918,i70
5919,Micromax D303
5920,QMobile A6
5921,QMobile A300
5922,prime5
5923,SM-G310HN
5924,MFLogin3T
5925,INTEX_IV0118ND
5926,HTC Desire 820G dual sim
5927,Alfa 6
5928,E79
5929,Z205
5930,ZTE Blade L4 Pro
5931,SM-A600N
5932,K01N
5933,GIONEE F6
5934,Lenovo S930
5935,BLADE L7A
5936,ADVAN S4A
5937,Delight TH201
5938,HUAWEI Y511-U30
5939,KFKAWI
5940,BQ-5516L
5941,Mate 20
5942,Insignia_Delta3
5943,BLU STUDIO 5.0 C HD
5944,verykool_Fusion_II_SL4502
5945,Clever Lite S41
5946,LLD-AL20
5947,ITEM T5.5H
5948,SM-T2397
5949,ET7183GQ-B15
5950,P750i
5951,POLYTRON_L501
5952,20161220
5953,Flare Y6
5954,HT3
5955,BQru-4583
5956,Plane 1505 3G PS1083MG
5957,GT-S7710
5958,LG-H820
5959,CAG-L02
5960,Aspire2_Lite
5961,R2two
5962,N402
5963,Four_S61
5964,Titanium S204
5965,Life Compact 4G
5966,Lenovo S90-u
5967,Infinix X5515
5968,vivo Y27L
5969,Hisense U965
5970,R2001
5971,SGH-T599N
5972,iBall Slide Twinkle i5
5973,P20 pro
5974,Micromax A109
5975,SP511
5976,HUAWEI G730-U10
5977,HORIZON LITE PLUS
5978,G55 LITE
5979,E4i
5980,G155
5981,Xs Max
5982,Chromebook 14 (CB3-431)
5983,Nomi_i503
5984,T9 MAX
5985,Nokia_X
5986,Primo F6
5987,AT1D*
5988,R1011
5989,S15
5990,MyPhone my88 DTV
5991,BQ-5009L
5992,U50A MAX
5993,V5020
5994,iris51
5995,Lenovo A850i
5996,LG-E425f
5997,Infinix X5515I
5998,A32
5999,MIDS145PXE
6000,CPH1871
6001,Impress_New
6002,GT-I9128V
6003,Infinix X609
6004,Panasonic P7
6005,M-MPI10A3G
6006,SM-J415G
6007,Venus_V3_5580
6008,MRD-LX2
6009,SM-G9200
6010,Aqua_Q1+
6011,Omega 5.0
6012,Unite U1
6013,SM-G920L
6014,TURBO
6015,WIM
6016,RS500
6017,MTN Sm@rt L860
6018,Q626
6019,X6plus
6020,POPII
6021,JT Tab
6022,X444
6023,G3125
6024,SP510
6025,LG-E470f
6026,ASUS Transformer Pad TF700T
6027,BLU STUDIO 5.0 Ce
6028,BG2-U03
6029,SM-N9600
6030,hi6210sft
6031,moto g(7) play
6032,5085D
6033,SM-N900L
6034,RCT6873W42BMF8
6035,Z600
6036,Best sonny LT558
6037,DD-1GB
6038,L60
6039,Andi5 Stallion
6040,HTC Sensation Z710e
6041,P4
6042,Mate 20 Pro
6043,POT-LX1
6044,V47
6045,Venue 7 3730
6046,2PQ93
6047,GT-S6810P
6048,Primo E8s
6049,R6
6050,Archos 101c Copper
6051,ARS-L22
6052,SM-G316ML
6053,PMT3118_3G
6054,SM-G313H
6055,HTC Desire 526GPLUS dual sim
6056,Y6
6057,GT-S6312
6058,Hisense Hi 2
6059,HL6246
6060,SBM302SH
6061,HM NOTE 1S
6062,ZTE T610
6063,Lenovo K40
6064,HW-SCL-L32
6065,T72HMs_3G
6066,ONE TOUCH 4015D
6067,MI 2A
6068,Many NH3.5
6069,GT-N9000
6070,GT-S7572
6071,Coolpad A118
6072,GT-S5303
6073,SM-G930K
6074,TOUCH87
6075,10DTB44
6076,GT-55360
6077,GT-I9100G
6078,PRO 6
6079,MAX 8
6080,TX73
6081,ORINOQUIA Auyantepui+Y221-U03
6082,LG-D320
6083,LT28h
6084,Z9 LITE
6085,Kronos
6086,N9810
6087,Q1010i
6088,ULTRA
6089,J7 Prime 2
6090,LG-D858HK
6091,305SH
6092,AM527
6093,BQS-4503
6094,DP7CPro-SGA1
6095,Symphony W68
6096,Grace 1S
6097,Q1000
6098,SM-J7 pro
6099,Luck
6100,LM-X220
6101,4045A
6102,IS2PLUS
6103,W5
6104,R831L
6105,GSM50
6106,Infinity_e3
6107,Lenovo YB1-X90L
6108,SH-03G
6109,S960
6110,A780i
6111,F-06E
6112,Mi438S
6113,EVERCOSS_A74A
6114,S8805
6115,VOX POP plus
6116,R829
6117,A7S
6118,SM-A750FN
6119,mobiistar BUDDY
6120,itel A22 Pro
6121,ANE-LX2
6122,HUAWEI G520-0000
6123,HW-03E
6124,G526-L33
6125,MITO A900
6126,S820
6127,E5506
6128,ZTE Blade L2
6129,HUAWEI Y360-U93
6130,A102
6131,SM-J410G
6132,MY803
6133,Platinum_M5
6134,AX960
6135,SPC
6136,INTEX ELYT E1
6137,6071Y
6138,Micromax S302
6139,Primo E8
6140,A518
6141,Primo R5 Plus
6142,COVET
6143,E6533
6144,PXP201
6145,RCT6B03W13
6146,Desire 626G+ dual sim
6147,TM-MID794C
6148,LG-E435g
6149,Alcatel9007T
6150,Wiko 8089
6151,Vestel_5000
6152,C2304
6153,2014812
6154,U46
6155,Nokia 6.1 Plus
6156,HTC Desire 820s dual sim
6157,IQ4418
6158,VUE 51VM
6159,P00L
6160,LG-D693
6161,K3
6162,NEM-L22
6163,SM-J410F
6164,ALCATEL ONE TOUCH 5036A
6165,L51 Pro
6166,Thrill HD
6167,G8441
6168,SM-G960U1
6169,V7 Zyro
6170,M7415
6171,LT26ii
6172,Selfie_Two
6173,LG-F160S
6174,HTC Desire 620
6175,P520
6176,LG-F160L
6177,moto g(6) (XT1925DL)
6178,Mione Mix mini
6179,WE L9
6180,A66B
6181,Tele2_Midi_2_0
6182,G620S-UL00
6183,HTC S710d
6184,F30
6185,Ixion ML245
6186,BS500 mega
6187,Lenovo TB3-730F
6188,WE A50
6189,RX88
6190,TECNO S9
6191,X1 Dual
6192,BV9500-RU
6193,DT0702W08
6194,Infinix X623
6195,TELMA FEEL
6196,BQ-5512L
6197,Myria_FIVE
6198,HUAWEI Y511-U10
6199,DP7CPRO
6200,Redmi Note 6 Pro
6201,LT C1300
6202,LenovoA3300-HV
6203,FS522
6204,NX541J
6205,Touch XL 2
6206,VISION LTE
6207,ADMIRE_DUO
6208,Mi438
6209,Flare J1 Lite
6210,E2104
6211,TECNO ID6
6212,Oplus_M
6213,Micromax A310
6214,SM-G357FZ
6215,SM-J7 Duo
6216,5033X
6217,Optima Prime 4 3G TT7174PG
6218,FLA-LX1
6219,N940Sc
6220,TURKCELL T50
6221,EVERCOSS_A53B
6222,B502 Basic
6223,HTC6435LVW
6224,YUHO_Y2_PRO
6225,EP171AC
6226,E561
6227,SLIDE2
6228,iPlus1
6229,4009A
6230,CHAMP15
6231,SM-J610FN
6232,U509
6233,SF1
6234,W-K200
6235,WOXTER I-101
6236,reeder_M7_Go
6237,U78
6238,Nomi_i5001
6239,iCherry C229
6240,MF353ZP/A
6241,SM-G3812B
6242,B3-A40
6243,G5
6244,C150
6245,O+ 8.97 Android
6246,ALCATEL ONE TOUCH 5036D
6247,LG-K240
6248,IQ4514 Quad
6249,Linx X1 PRO 3G LS4051MG
6250,HT0703W08
6251,SOV32
6252,BenWee W5
6253,DT0704K08
6254,LG-D959
6255,A53C
6256,X8
6257,S5J+
6258,X12
6259,V1 mini
6260,Aqua_Q5
6261,C6
6262,Che2-UL00
6263,A75W
6264,SpeCP_D
6265,Smartphone 3.1 Lite
6266,MID-787
6267,R20
6268,SM-G720N0
6269,i7 Plus
6270,Galaxy J6
6271,XT1049
6272,S13
6273,Lenovo A3600-d
6274,Impress_Tor
6275,SM-J600GF
6276,Q50+
6277,TREO_TAB8G
6278,BMM543D
6279,NX591J
6280,M99
6281,Aqua_Y2+
6282,C117
6283,Play8X-1100
6284,Vmobile J7
6285,pac_A6020
6286,T4
6287,Lenovo S850
6288,8262
6289,i700
6290,PSP3503DUO
6291,NEXT7P12-G
6292,GHIA_AXIS7_3G
6293,AT1D
6294,SM-J337AZ
6295,i401
6296,Lenovo S580
6297,M110
6298,MITO A60
6299,X70
6300,A462C
6301,Aqua_Star_L
6302,LG-P895
6303,BQ-5300G
6304,EVERCOSS A7K
6305,J7 Max
6306,Symphony R100
6307,SM-A505F
6308,ERGO F501
6309,A500s Lite
6310,HUAWEI G610-U00
6311,PAM524
6312,IX Plus
6313,SM-J260T1
6314,i421
6315,HTC Desire 628
6316,HUAWEI G7-L11
6317,Nomi_C070030
6318,LG-F320S
6319,OPPO A59s
6320,HG-9041
6321,Wileyfox Spark
6322,ASUS_Z01BS
6323,Vestel_5000_2gb
6324,SOV33
6325,SM-G710S
6326,CM
6327,ZTE Blade V6
6328,T8301
6329,SM-G7102T
6330,Evo 501
6331,PSR05pro
6332,HUAWEI G730-U00
6333,LGL41C
6334,V11
6335,SM-T595
6336,ELUGA Ray 550
6337,S10+
6338,SM-C5010
6339,Infinix Zero 4 Plus
6340,Ultra Wave
6341,GT-S6810M
6342,A111
6343,Azumi IRO A55 Q Pro
6344,LS-4003
6345,Flare_J3
6346,KAZAM Trooper 451
6347,GO 55303
6348,YM-R7
6349,GO 55307
6350,BQ-5058
6351,E6
6352,VS415PP
6353,Roar V25
6354,C219
6355,Flare_S7_Prime
6356,CAMELEON_C6_PLUS
6357,BQS-5060
6358,HTC Incredible S
6359,S41
6360,AP-725G
6361,Alco_S9
6362,L-ITE 552
6363,verykools5028
6364,Smart2 Pro
6365,B450
6366,BLU STUDIO C 8+8
6367,Impress_Lotus
6368,WAS-LX2J
6369,EverStar Nano
6370,Konnect_Trio
6371,E3
6372,EverGlory Plus
6373,Aqua Y4
6374,AquaSense5.0
6375,5059I
6376,SM-J7008
6377,SUGAR C7
6378,BDF
6379,SM-G390F
6380,V356
6381,K13
6382,Z5 Lte
6383,TECNO L9
6384,G8
6385,GO Onyx LTE
6386,UDI9014
6387,B1F
6388,HM-G152-FL
6389,SM-G530Y
6390,5099D
6391,C2305
6392,P20
6393,TECNO F4
6394,MX1
6395,Archos Access 57 4G
6396,Altice_S31
6397,AM410
6398,E60
6399,SM-P605K
6400,HUAWEI GRA-UL10
6401,TP7A4N
6402,SH-01G
6403,TECNO B1p
6404,Lenovo A3500-HV
6405,A397i
6406,GOCHI
6407,GTAB718
6408,A28B
6409,BQ-5700L
6410,K2  NOTE
6411,CT744
6412,LM-X410PM
6413,CX9006
6414,Pure F
6415,EVERCOSS A7A
6416,vivo 1814
6417,HUAWEI Y520-U33
6418,1320
6419,SM-G850K
6420,WZX-10
6421,CM CM1
6422,C2104
6423,LG-F430L
6424,Aqua_3G_Neo
6425,Primo_E7
6426,TECNO-Y4
6427,Vodafone Smart 4
6428,BUSH SPIRA B4 5.5
6429,Micromax A255
6430,ZTE BLADE A530
6431,Spice Mi-535
6432,SH-04H
6433,VENGE(AX5)
6434,Panasonic P55 Novo
6435,T07
6436,4G Class
6437,A7G
6438,C5 PRO
6439,Ctrl_V3
6440,Coolpad Y803-9
6441,vivo 1851
6442,GT-P5220
6443,5E
6444,Micromax Q336
6445,Flare P1 Plus
6446,irisX1+
6447,H120
6448,Galaxy Nexus
6449,SCH-I605
6450,Tab_3G_7-1
6451,TY0712
6452,HTC Desire 500
6453,Quantum You E
6454,A1_PRO
6455,itel A14
6456,R7+
6457,H850
6458,Bit
6459,itel L5502
6460,Fire Phone
6461,INOI_1_Lite
6462,EG98
6463,TECNO_P5_PLUS
6464,ECHO
6465,POLYTRON R250A
6466,LG-F240L
6467,QMobile M88
6468,SBM303SH
6469,Transformer TF101G
6470,HTC Desire 820G PLUS dual sim
6471,vivo X5
6472,PC888
6473,A66A
6474,S520
6475,Mobicel_R1
6476,V70
6477,itel S11XB
6478,Aqua Y2 1GB
6479,ELUGA Ray 600
6480,ASUS_X01BDA
6481,5041D
6482,QS5509A
6483,Dslide714_v2
6484,AX1015
6485,G-TiDE Vans 9
6486,SM-J900FN
6487,BQru-7083
6488,Z970
6489,ASUS_Z00D
6490,SM-J737S
6491,SM-J320ZN
6492,SM-N915G
6493,SM-G930R7
6494,VLE5
6495,PMID7102DC
6496,H250
6497,U70A
6498,Karbonn Titanium S3
6499,SM-G3812
6500,HM NOTE 1W
6501,PSP3406DUO
6502,BQru_BQru-5058
6503,TAB 627 3G
6504,IQ4505 Quad
6505,CPH1875
6506,PSP7501DUO
6507,GIONEE S11 lite
6508,SHV-E370K
6509,Mate 10 Pro
6510,A37
6511,itel S13
6512,Redmi Note 7
6513,Lenovo K520
6514,HTC Desire 816G dual sim
6515,Dash L4 LTE
6516,U452TL
6517,BQ-5508L
6518,Admire_Curve
6519,Impress_Life
6520,A2000
6521,A74B
6522,Aqua Life II
6523,A7V+
6524,HTC Desire 601
6525,Micromax A093
6526,B77
6527,Symbol
6528,GT-S7278
6529,vivo 1816
6530,BQ-5302G
6531,MITO A210
6532,Z709
6533,A7E
6534,W94
6535,BLU_NEO_ENERGY_MINI
6536,Micromax D320
6537,SD4930UR
6538,SHV-E500L
6539,LG-D686
6540,S4P
6541,moto e5 (XT1920DL)
6542,Hitech Amaze S1
6543,Mafe_M810
6544,QMobile L15
6545,Q25
6546,SM-J3109
6547,Q700S
6548,E111
6549,Plane_7006_4G_PS7041PL
6550,PMT3327_3G
6551,Andi4.5K6+
6552,SM-G9280
6553,i25
6554,myA16
6555,IMPRESS CLICK
6556,TCV-101G
6557,Symphony W65i
6558,LG-F400L
6559,BQ-5301
6560,LG-P768
6561,i90
6562,SM-M205G
6563,Amosta 3G5
6564,SM-A9
6565,Gatt-2H2
6566,Tecno M9
6567,LG-P713
6568,Sigma
6569,R8201
6570,Y635
6571,GT-S6812B
6572,lenovo P06k600
6573,InFocus M680
6574,B15
6575,O+_360_HD_2.0
6576,Coolpad A116
6577,INTEX AQUA LIONS E3
6578,M82i
6579,omega_lite_4
6580,Symphony Xplorer W69Q
6581,J10 Pro
6582,Note1
6583,C7
6584,SM-G3815
6585,SCH-I739
6586,Wiko T998
6587,QTab Q300
6588,Studio Mini LTE
6589,S420
6590,Galaxy NOTE 9 SM-970F
6591,LG-F570S
6592,AT1A*
6593,Primo_EF3
6594,4013D
6595,Quadra RQ332i
6596,AX750
6597,iris460
6598,BV9600Pro
6599,STK Sync5.5
6600,SO-01F
6601,Summit
6602,9005X
6603,Micromax Q345
6604,S2052GB
6605,Life Play
6606,AX830
6607,Shoot_2
6608,POLYTRON_P552
6609,SM-A7000
6610,iQS71
6611,U11 Max
6612,HOT_9X_LTE
6613,SM-A800S
6614,HTC One mini
6615,MAXTRON V12
6616,XT1079
6617,AT7H
6618,E1C
6619,SM-N916S
6620,N9517
6621,Atom
6622,HTC Desire 310
6623,Six Mobile
6624,HUAWEI U8815
6625,P709M
6626,ZC520KL
6627,Advance L4
6628,IP8 Plus
6629,SM-S367VL
6630,SM-G610L
6631,BV5800
6632,HUAWEI Y321-C00
6633,vivo X510t
6634,QMobile X90
6635,GT-S7583T
6636,Che2-L23
6637,SM-J415GN
6638,XP2
6639,Z303
6640,vivo X710L
6641,HUAWEI P6-U06
6642,HUAWEI G730-C00
6643,Blackphone 2
6644,Energy Tablet 7 Neo 3
6645,M6T
6646,HS-U971
6647,Samsung KT107H
6648,QMobile LT550
6649,Thrill Power N
6650,Blaze504
6651,QMobile X10
6652,LT26w
6653,Philips W8510
6654,ASUS_X008DC
6655,LG-X147
6656,A26B
6657,SM-G9208
6658,Optima 7010D 3G TS7099PG
6659,MyPhone my82 DTV
6660,SM-J110F
6661,SENSEIT E510
6662,Cloud String HD
6663,vivo Y27
6664,Avvio_489
6665,TIT-L01
6666,M706
6667,A1805
6668,Q-TITANO X
6669,Infine
6670,MEGA 4
6671,Micromax A120
6672,Alba10Nou
6673,PICOpad GJE
6674,BRAVIS_TREND
6675,COOLFIVE
6676,GT-S5280
6677,A4PowerPlus
6678,TPC-XTE7DW
6679,5159A
6680,T8s
6681,HTC Desire 210 dual sim
6682,SM-G925P
6683,Archos 50c Platinum
6684,VOX STEEL
6685,SpiceMI-520N
6686,Dash L5 LTE
6687,vivo 1818
6688,SM-G960N
6689,Noir X1S
6690,Aqua Strong 5.2
6691,Aqua_Ring
6692,5059Z
6693,XTouch X
6694,V4005
6695,Ixion ES950
6696,A28M
6697,Leapad 7s
6698,Micromax S300
6699,GT-S6012
6700,V10_Pro
6701,5133A
6702,GT-S7273T
6703,P770
6704,Lenovo TB-X304X
6705,CHICO OJOS 7
6706,e551 Lite
6707,KRIP_K4
6708,SM-G3586V
6709,XTR X4
6710,V98
6711,SC-03E
6712,SM-A305FN
6713,ONE TOUCH 4015N
6714,HTC_A9sx
6715,VIA_F1
6716,Vega
6717,Acer_One_7_M77GHG
6718,OPPO A37f
6719,J2
6720,175HS1050231
6721,Orange Rise 53
6722,ZTE Blade A5
6723,SM-J510H
6724,G630-U20
6725,Aqua Dream II
6726,C2005
6727,VOX S502 4G VS5013ML
6728,EML-L29
6729,LG-H222
6730,SM-A600T
6731,I503
6732,Avvio_776
6733,SM-G3502
6734,BUZZ 1 Plus
6735,VIBE_S2i
6736,Flair S1
6737,vivo X5Pro V
6738,ALCATEL ONE TOUCH 7042A
6739,Lenovo Z2
6740,SM-G3588V
6741,HRY-LX1
6742,Eon43i
6743,A6 Turbo 3G
6744,A500
6745,X9 PLUS
6746,VIE-AL10
6747,TZ50
6748,ASUS_X01AD
6749,NokiaX2DS
6750,XT1052
6751,E2353
6752,Micromax A121
6753,G-TiDE_E560
6754,5033A
6755,IM-A870K
6756,SENSEIT A200
6757,S8_Pro
6758,SAMSUNG-SGH-I317
6759,PRO5023POE01
6760,Y3
6761,SGH-T989D
6762,ILIUM S700
6763,itel it1701
6764,Primo G7+
6765,ZTE T815
6766,QMobile i5i Lite
6767,Tecno M6
6768,SM-G386F
6769,IQ4414 Quad
6770,V4 Nano
6771,C12 Pro
6772,Tizen Phone with ACL
6773,C368
6774,ADVAN S4E
6775,JKM-LX1
6776,PMT3708_3G
6777,HUAWEI G730-U30
6778,A7S*
6779,A4You
6780,C210AE
6781,Galaxia S1
6782,LM-X410.FG
6783,MIX Lite
6784,N169
6785,7CZ
6786,B4S
6787,S4J
6788,SOV34
6789,SENSEIT T100
6790,TOUCH SMART-PRO10
6791,HUAWEI G6-U251
6792,A53*
6793,Nobby S300
6794,PHANTOM PZ25
6795,Nokia 8.1
6796,NEXT
6797,BGH Joy 303
6798,RIVO
6799,mi a3
6800,BQ-4001G
6801,lephone_W21
6802,TECNO F6
6803,PSP7511DUO
6804,MAXTRON-V17
6805,Plane_1525_3G_PS1137MG
6806,C75
6807,SOV35
6808,ZTE Q806T
6809,PMT3151_3G
6810,Aqua_Amoled
6811,X9006
6812,IPRO ACRO A58
6813,Aqua Star II 16GB
6814,TECNO P5
6815,HTC U Play
6816,SM-G530MU
6817,Tiger T7I-8
6818,S90 Q
6819,O+ Crunch
6820,T3 Pro
6821,XT1766
6822,Primo_F4
6823,W63
6824,GT-S7390G
6825,TECNO CA7
6826,Y635-L21
6827,E220
6828,SM-A750N
6829,Lenovo K32c30
6830,MyPhone Rio 2 Fun
6831,LG-F320L
6832,GT50
6833,A703 vivo
6834,SM-E7000
6835,MITO_A82
6836,K00C
6837,Armor_3
6838,SM-T116BU
6839,i2
6840,Lenovo A388t
6841,HUAWEI Y550-L01
6842,Infinix X509
6843,Cosmos V21
6844,DIG-L23
6845,Lenovo A316i
6846,Spin Max 2
6847,TECNO CA8
6848,AX1073
6849,ZTE B2015
6850,RCT6213W87DK
6851,Onida i405
6852,Colors P45
6853,Lenovo S960
6854,Flare Y3 mini
6855,VOX E502 4G VS5036PL
6856,Impress_Lightning
6857,AW790
6858,IM-A860S
6859,Lenovo YT-X703F
6860,SO-02J
6861,Azumi_KIREI_A45_D
6862,BQ-1083G
6863,InFocus M310
6864,Micromax A82
6865,Ixion X355
6866,SM-J810F
6867,QMobile X95
6868,eZee-Tab10Q17-L
6869,4009S
6870,fnac 4.5
6871,A239
6872,Impress_Game
6873,A6S
6874,QMobile J2
6875,vivo Y17W
6876,Q2
6877,MID
6878,S300
6879,ADVAN T1J+
6880,AT1C
6881,Mars_11
6882,J8
6883,Coolpad 7298A
6884,Panasonic ELUGA L 4G
